,Numéro d'autorisation,Nom,Adresse,Code Postal,Commune,X,Y
1244,232707,Leclercq Raphael,Sint-rochusstraat 15 ,1500,Halle,640873.125,657916.8125
1245,578103,Pharmacie Desmedt,Rue De La Cordonnerie 8 ,7500,Tournai,580733.3125,644454.0625
1246,113520,Bronkhorst,Lambrechtshoekenlaan 258 ,2170,Antwerpen,654621.375,715813.5
1247,440701,De Carne Koen,Gootje 73 ,9860,Oosterzele,609649.6875,678936.4375
1248,646301,Pharmacie Heine,Rue Du Village 2 ,4350,Remicourt,717573.0625,652833.5
1249,633602,Vpharma Heusy Avenue De Spa,Avenue De Spa 80 ,4802,Verviers,755916.5,642174.5
1250,314102,Apotheek Eufarma,Groenestraat  97 ,8210,Zedelgem,564280.0625,703874
1251,811101,Multipharma,Rue Des Cheminots 44 ,6700,Arlon,751068.4375,542892.1875
1252,342232,Apotheek 't Hoge,Liefdeweg 2 A+b,8500,Kortrijk,573634.8125,665896.625
1253,414801,Van Gyseghem,Brusselstraat 63 ,9400,Ninove,625707.75,668751.375
1254,210741,Pharmacity Schuman,Rue Archimède 3 ,1000,Bruxelles,651084.375,670301.3125
1255,620202,Schoenaerts Marie-flore,Rue Renory 44 ,4031,Liège,735665.3125,645520.9375
1256,461407,Apotheek Spoele Bvba,Spoele 1 ,9160,Lokeren,623690.3125,698268.5
1257,263001,Apotheek Peeters Nv,Voortstraat 4 ,3272,Scherpenheuvel-zichem,691174.1875,689830.625
1258,211616,De Spiegeleere Xavier,Rue Roosendael 102 ,1190,Forest,647303.5,666455.6875
1259,643402,Pharmacie Hanquin,Rue Albert Ier 138 ,4280,Hannut,700665.1875,651086.1875
1260,113006,Apotheek Piqueur,Essenhoutstraat 239 ,2950,Kapellen (antw.),653545.25,722079.875
1261,351312,Apotheek Pharveda,Wapenplein 5 ,8400,Oostende,548600.1875,714558.9375
1262,213810,Pharmadries,Rue De L'elan 58-60 ,1170,Watermael-boitsfort,652136.125,665826.0625
1263,342404,Accou Nv,Koningin Elisabethstraat 1 ,8520,Kuurne,573775,671692.9375
1264,852401,Pharmacie Ramlot,Rue De Gérouville 21 ,6769,Meix-devant-virton,730149.25,533145.6875
1265,730502,Apotheek T'kindt Bvba,Schoonbeekstraat 21 ,3740,Bilzen,727856.5,677457
1266,652304,Pharmacie Pirenne,Rue Louis Pasteur 3 ,4630,Soumagne,746561.625,647806
1267,111902,Farmacie Henri,Prins Boudewijnlaan 272 ,2650,Edegem,654193.5,705589.625
1268,911302,Pharmacie Dejardin,Rue De Rochefort 122 ,5570,Beauraing,692807.4375,589333.5
1269,110326,Apotheek Sint-paulus,Lange Koepoortstraat 1 ,2000,Antwerpen,652397.1875,712613.5
1270,515401,Carlier,Rue Albert Ier 42 ,7973,Beloeil,603738.1875,633278.375
1271,413401,Apotheek Burms,Markt 35 ,9340,Lede,622515.25,684104.3125
1272,461702,Apotheek Waelput,Nieuwkerkenstraat 111 ,9100,Sint-niklaas,636800.6875,708817.8125
1273,923502,Petre Gestion,Rue De La Gare 2 ,5310,Eghezée,688346.6875,642743
1274,522303,Pharmacie Francoise Cassivelan,Grand'rue 39 ,6140,Fontaine-l'evêque,646712.9375,622227.625
1275,712217,Apotheek Havermarkt,Havermarkt 25 ,3500,Hasselt,717969.1875,680353.75
1276,540402,Delva Sophie,Rue Du Cretinier 8 ,7712,Mouscron,568547.8125,656768.6875
1277,577701,Pharmacie Lequenne,Place 10 ,7618,Rumes,577245.75,638199.0625
1278,573301,Delivyne Marie-madeleine,Grand-route 268a ,7530,Tournai,588059.3125,643168.875
1279,715702,Apotheek Jans Bv,Diesterstraat 5 ,3980,Tessenderlo,700398,695457
1280,253704,Pharmacie Servais,Chaussee De Wavre 154 ,1390,Grez-doiceau,672532,659684
1281,270201,Pharmacie Grzybowski-nimax,Rue De Hamme-mille 28 ,1390,Grez-doiceau,671744.0625,663747.75
1282,260501,Van De Weyer Apotheek,Keibergstraat 3 ,3400,Landen,697631.8125,662043.375
1283,524003,Des Climbias,Rue Emile Vandervelde 83 ,6042,Charleroi,654010.9375,624084.5625
1284,112013,Apothekers Mariaburg Ekeren,Kapelsesteenweg 617 ,2180,Antwerpen,655096.1875,720551.375
1285,536301,Pharmacie Gosselin-obourg,Place D'obourg 21 ,7034,Mons,624415,629220.9375
1286,251502,Pharmacie Guillaume,Rue De La Libération 46 ,1440,Braine-le-château,643129.75,652441.75
1287,210778,City 2 Pharma,Boulevard Du Jardin Botanique 17a ,1000,Bruxelles,649265,671625
1288,212607,Bezabeme Gofake Felicite,Boulevard Du Jubile 43 ,1080,Molenbeek-saint-jean,647834.0625,672557.75
1289,210801,Pharmacenter,Rue D'anderlecht 36 ,1000,Bruxelles,648293.9375,670545
1290,210108,Pharmacie Bennani,Rue De Douvres 117 ,1070,Anderlecht,646065.625,669799.75
1291,537602,Familia,Rue Defuisseaux 125 ,7333,Saint-ghislain,610452.5625,628481
1292,554601,Familia,Rue Quertinmont 53 ,7100,La Louvière,634337.0625,626662.625
1293,626320,Familia,Rue Des Carmes 36-38 ,4000,Liège,735218.25,648368.625
1294,918701,Familia,Route De Spa 23 ,5372,Havelange,718875.375,617410.125
1295,213208,Universal Pharma Schaerbeek,Place Colignon 19 ,1030,Schaerbeek,650283,673006.4375
1296,637911,Letiexhe Anne,Rue Du Moulin 24 ,4800,Verviers,755024.875,643784.875
1297,633601,Vpharma Heusy Mangombroux,Avenue Reine Astrid 118 ,4802,Verviers,757133.875,642691.75
1298,625120,Pharmacie Herstal,Rue Arnold Delsupexhe 35 ,4040,Herstal,739988.75,653222.625
1299,626393,Vpharma La Grande Pharmacie,Rue Joffre 1 ,4000,Liège,735149.9375,648876.375
1300,211626,Pharmacie Isabelle Tollet,Rue Des Allies 175 ,1190,Forest,647082.875,667741.6875
1301,122605,Multipharma Cv,Battelsesteenweg 104 ,2800,Mechelen,656901.125,691083.4375
1302,112006,D. Verhaert,Kapelsesteenweg 81 ,2180,Antwerpen,656216.3125,718009.625
1303,340903,Apotheek Sint - Lodewijk,Pladijsstraat 237 A,8540,Deerlijk,579906.8125,668580.6875
1304,420805,Apo Coop Hamme,Nieuwstraat 17 1,9220,Hamme (o.-vl.),633844.25,698612.3125
1305,521311,Herman M C,Rue Du Commerce 16 ,6200,Châtelet,660847.625,621594.0625
1306,312802,Apotheek Manitoba,Gistelsesteenweg 235 A,8200,Brugge,568089.875,710684.375
1307,626375,Les Pharmacies Du Peuple-réseau Solidaris,Rue Pont Saint-nicolas 2 ,4020,Liège,735793.75,648549.625
1308,650309,Les Pharmacies Du Peuple-réseau Solidaris,Boulevard Des Arts 80 ,4102,Seraing,732810.875,642953.75
1309,913410,Easyphar,Place Cardinal Mercier 11 ,5500,Dinant,688386.1875,606397.75
1310,626381,Pharmacie Gare Des Guillemins,Place Des Guillemins 2 ,4000,Liège,734686.1875,646810.875
1311,522906,Eyenga Alain,Rue Astrid 15 ,6041,Charleroi,654538.9375,628477
1312,124202,De Jonghe,Stationsstraat 27 ,2830,Willebroek,649202.6875,695014.6875
1313,535901,Pharmacie Leclercq Thierry,Rue Centrale 25 ,7063,Soignies,623970.3125,639687.125
1314,214204,Seghin Colette,Boulevard Saint-michel 18 ,1150,Woluwe-saint-pierre,652728.0625,669518.6875
1315,210740,Pharmacie Du Laerbeek,Place Jean-louis Thys 1b  ,1090,Jette,645964.5625,675576.875
1316,213235,Pharmacie Medlinx,Rue Anatole France 100 ,1030,Schaerbeek,651177.5625,674070.1875
1317,210121,A.c. Pharma,Rue De Douvres 132 ,1070,Anderlecht,646016.3125,669866.625
1318,214018,Vermijlen,Avenue Heydenberg 44 ,1200,Woluwe-saint-lambert,653445.875,670738.4375
1319,212039,Pharmacie Malibran,Rue Malibran 44 ,1050,Ixelles,650300.1875,668874.375
1320,210752,Pharmacie Ambiorix,Square Ambiorix 15 A,1000,Bruxelles,651095.375,670829.5
1321,212222,Rigaud-moeremans,Boulevard De Smet De Naeyer 412 ,1090,Jette,647686.4375,674690.0625
1322,210130,Pharmacie Weerebrouck,Boulevard Prince De Liège 72 ,1070,Anderlecht,645199.75,670460.375
1323,212802,Pharmacie Laurys,Rue Théodore Verhaegen 30 ,1060,Saint-gilles,648120,668612.0625
1324,212617,Bouyahbar Nabila,Chaussée De Gand 87 ,1080,Molenbeek-saint-jean,647743.875,671546.25
1325,212618,C.e Pharma,Rue Ransfort 87 ,1080,Molenbeek-saint-jean,647582.4375,671157.1875
1326,210735,Pharmacie La Licorne,Avenue De Cortenbergh 66 ,1000,Bruxelles,651317.125,670415.1875
1327,213808,Alaerts,Avenue De Vise 97 ,1170,Watermael-boitsfort,651706.3125,666824.3125
1328,213615,Messinne Veronique,Rue Klipveld 49 ,1180,Uccle,648073.875,665263.0625
1329,234503,Defever Ingrid,Opperstraat 128 ,1770,Liedekerke,630374,673224
1330,263501,Apotheek Naegels,Schrieksebaan 6 ,3120,Tremelo,673656.25,686931.75
1331,235201,Apotheek Vanhaesendonck Bvba,Sellaerstraat 2 ,1820,Steenokkerzeel,657611.75,677986.1875
1332,422701,Apotheek Jelle Van Laecken,Nieuwstraat 33 ,9280,Lebbeke,630039.875,685652.4375
1333,310406,Apotheek Feys,Kerkstraat 396 ,8370,Blankenberge,564421,722406
1334,442136,Apotheek Brugse Poort,Kettingstraat 94 ,9000,Gent,603281.9375,694401.0625
1335,442177,Vanden Driessche Martine,Voormuide 103 ,9000,Gent,605205.6875,695690.4375
1336,461409,Apotheek Oude Brug,Oude Bruglaan 74 ,9160,Lokeren,624344.9375,699470.875
1337,626359,Pharmacie Colson,Rue Lairesse 15 ,4020,Liège,736171.5,647985.8125
1338,626325,Pharmacie Lesenne,Rue Grétry 112 ,4020,Liège,735884.0625,647677.875
1339,626355,Phidelta Pharma,Rue Sainte Marguerite 279 ,4000,Liège,733816.0625,649211.375
1340,626366,Pharmacie Des Hauteurs,Boulevard Des Hauteurs 15 ,4000,Liège,734439,650231.1875
1341,131202,Apotheek Vloemans Bvba,Markt 9 ,2270,Herenthout,677164.8125,703308.6875
1342,713201,Gysenbergs,Dorpsstraat 16 ,3850,Nieuwerkerken (limb.),711423.4375,674292.8125
1343,132902,Apotheek Sint-jozef,Lichtaartseweg 91 ,2250,Olen,687245.4375,708030.1875
1344,310304,Apotheek Roelens,Lattenklieversstraat 76 ,8730,Beernem,579793.9375,702384.1875
1345,444803,Vandekerckhove,Roombaardstraat 53 ,9810,Nazareth,597915.875,683638.375
1346,442134,Apotheek De Sterre,Voskenslaan 399 ,9000,Gent,603753.5625,690974.25
1347,112012,Van Der Jonckheyd,Hoogboomsteenweg 159 ,2950,Kapellen (antw.),655946.4375,722571.5
1348,262906,Vitaal Moorsel Apotheek Bv,Moorselstraat 320 ,3080,Tervuren,661676.1875,672205.8125
1349,721509,Apotheek Pluchino Bvba,Kastanjestraat 6 ,3530,Houthalen-helchteren,728048.9375,691049.5
1350,235901,Apotheek Tanghe-vanneste Bvba,Vollezelestraat 25 ,1755,Gooik,628238.4375,662488.125
1351,111016,Van Puyvelde,Helmstraat 162 ,2140,Antwerpen,654797.6875,712016.625
1352,233402,Multipharma  Cv,Gemeenteplein 28 ,1560,Hoeilaart,657310.5,662020.3125
1353,220501,Apo Van Backlé,De Ridderlaan 56 ,1780,Wemmel,646271,676693.25
1354,442223,De Cuyper Catherine,Nederkouter 123 ,9000,Gent,604657.6875,693152.9375
1355,122620,Goed,Liersesteenweg 435 ,2800,Mechelen,657502.4375,693469.1875
1356,526402,Multipharma,Rue A. Lombard 6 A,6182,Courcelles,649076.5625,625821.5
1357,710401,De Voorzorg Cvba,Collegestraat 3 ,3582,Beringen,709975.75,693543.1875
1358,442115,Apo Coop Gent Bloemekenswijk,Francisco Ferrerlaan 186 ,9000,Gent,603557.625,695881.125
1359,134302,Lloydspharma Gr. Veerle-haenven,Oude Geelsebaan 6 ,2431,Laakdal,692821.375,695542.25
1360,263204,Apotheek Lemmens,Getestraat 81 ,3300,Tienen,689350.5625,665743.1875
1361,734807,Apoteek Proosterbos Nv,Pastoriestraat 9 ,3630,Maasmechelen,742216.0625,684690.1875
1362,344101,De Brabandere C  Nv,Holstraat 20 ,8790,Waregem,584210.75,675449.125
1363,342601,Apotheek Kasteelstraat Bvba,Kasteelstraat 23 ,8860,Lendelede,570532.75,675780.5625
1364,343602,Apotheek Mahieu,Roterijstraat 234 ,8793,Waregem,582136,676969.1875
1365,442217,Apotheek Stapelplein,Stapelplein 27 ,9000,Gent,605484.1875,695150.375
1366,462123,De Preter A.,Grote Markt 63 ,9100,Sint-niklaas,634045.875,706150.6875
1367,112505,Apham,Antwerpsesteenweg 182 ,2660,Antwerpen,649385.0625,707582.125
1368,312804,De Pauw - St-andries,Gistelse Steenweg 504 ,8200,Brugge,567062.8125,710401.4375
1369,442124,Denys,Kasteellaan 74 ,9000,Gent,605927.875,693473.3125
1370,713701,Apotheek Panorama Lummen,Dorpsstraat 18 ,3560,Lummen,707897.875,686642.8125
1371,134502,Multipharma Cv,Boulevard 42 ,2290,Vorselaar,677762.875,710445.5
1372,380101,Apotheek Almapharma,De Pannelaan 15 ,8660,De Panne,526289,697876.25
1373,211406,Apotheek Hildegard  Nv,H.consciencelaan 113 ,1140,Evere,652198.0625,673272.375
1374,111703,Stockman Jan,Herentalsebaan 417 ,2100,Antwerpen,657180.8125,710662.75
1375,313401,Apotheek L. Goegebeur Bvba,Oostendestraat 154 ,8820,Torhout,560616.625,696042.375
1376,110104,Apotheek Ferbus,Hoevelei 91 ,2630,Aartselaar,651027.6875,703015.6875
1377,263222,Kabbeek Farma Bvba,Diestsesteenweg 9 ,3300,Tienen,689936.6875,667195.0625
1378,651902,Les Pharmacies Du Peuple-réseau Solidaris,Place Du Souvenir 10 ,4100,Seraing,730934.5625,641896.3125
1379,210742,Pharmacie Quartier Leopold-europe,Rue Du Luxembourg 21 ,1000,Bruxelles,649945.3125,669957.125
1380,623002,La Pharmacie D'embourg,Voie De L'ardenne 93 ,4053,Chaudfontaine,737631.375,643067.25
1381,931401,Familia,Rue De La Couvinoise 5 ,5660,Couvin,658889,583062
1382,920302,Pharmacie Degée,Rue Brun 2 ,5300,Andenne,701678,631178.0625
1383,443701,Remédi Apotheek,Molendreef 10 ,9920,Lievegem,596743.875,698749.875
1384,522905,Tellier Beatrice,Place Albert Ier 12 ,6041,Charleroi,654503.75,628707.375
1385,123402,Apotheek Vanachter,Eikerlandstraat 8 ,2870,Puurs-sint-amands,647075.375,696425.3125
1386,626319,Faska Najat,Place General Leman 29 ,4000,Liège,735295.75,646243.25
1387,446202,Pharmaphie Sdw,Hogeheerweg 63 ,9051,Gent,601208.9375,690328.6875
1388,245501,Apotheek Grauwels,Tiensestraat 5 ,3470,Kortenaken,698587.5625,677783.6875
1389,313801,Waaroost Apotheek Bvba,Kortrijksestraat 396 ,8020,Oostkamp,569595.8125,700667.375
1390,951301,Pharmacie Maquille Crespeigne,Rue De Maredsous 2 ,5640,Mettet,676821.0625,615099.375
1391,310911,Apotheek Janssen Nv,Graaf D' Ursellaan 19 ,8301,Knokke-heist,571487.625,726230.625
1392,453512,Diependale,Leupegemstraat 10 ,9700,Oudenaarde,596388.5,669606.8125
1393,371101,Apotheek Mieke Delember  Bvba,Tieltstraat 43 ,8740,Pittem,572674.6875,687549.4375
1394,110304,Apo Coop Antw Linkeroever Bouvaertlaan,Bouvaertlaan 31 ,2050,Antwerpen,651199.1875,713498.75
1395,570301,Pharmacie Anselme,Grand'rue 43 ,7640,Antoing,584829.125,639982.75
1396,418103,Apotheek De Geyter,Hoogstraat 10 ,9620,Zottegem,610685.3125,673338.25
1397,462508,K. Heirbaut,Haasdonkse Steenweg 36 A ,9140,Temse,639005.375,706003.8125
1398,626312,Pharmacie Goffin,Avenue De L'observatoire 341 ,4000,Liège,734662.1875,646175.5
1399,421401,Heerinckx,Burgemeester Lemmensstraat 11 ,9220,Hamme (o.-vl.),634903.5625,694869.375
1400,236701,Apotheek Prikken Bvba,Londerzeelseweg 62 ,1880,Kapelle-op-den-bos,647681.6875,688991.5625
1401,264901,Apotheek Decaluwe Nv,Zandstraat  13 ,3350,Linter,695638.125,667151.8125
1402,731201,Langenaken Bvba,Dorpsstraat 51 ,3740,Bilzen,734896.4375,674458.375
1403,713402,Poelman,Staatsbaan 128 D,3945,Ham,701391.375,697319.375
1404,211403,Apotheek - Pharmacie Bollen,Chaussée De Louvain 926 ,1140,Evere,653187.625,672047.875
1405,239301,Apotheek Verbist Bvba,Dorpstraat 46 ,1982,Zemst,657748.3125,684747.3125
1406,448101,Apotheek Goessaert,Staatsbaan 119 ,9870,Zulte,585091.375,679521.875
1407,313601,Apotheek De Pauw-varsenare,Oude Dorpsweg 85 ,8490,Jabbeke,564292.3125,709394.125
1408,852601,Leclercq-crutzen,Rue Rene Nicolas 24 ,6750,Musson,746876.25,528364.875
1409,523301,Pharmacie Francois,Rue Du Bas 89 ,6220,Fleurus,658894.1875,630276.9375
1410,561603,Pharmacie Francois,Place Froissart 10 ,6460,Chimay,646134.4375,581794.125
1411,264701,Wiagri  Bvba,Aarschotsesteenweg 604 ,3012,Leuven,674752.9375,679242.75
1412,620104,Pharmacie De La Fougeraie,Rue De Fechereux 1d ,4432,Ans,728567.25,654758
1413,422508,Veramme - Casier,Kerkstraat 35 ,9230,Wetteren,616141.5,688483.75
1414,212641,Apoteek Slachmuylders-morias Nv,Eduard Beneslaan   201/20 ,1080,Sint-jans-molenbeek,646018.8125,672591
1415,928901,Pharmacie Concorde De Namur,Rue De Fleurus 95 ,5060,Sambreville,665564,625850.8125
1416,540601,Pharmacie Beuls,Rue Du Village 7 ,7700,Mouscron,569867.6875,659282.625
1417,536503,Familia,Rue Du Commerce 35 ,7340,Colfontaine,614233.75,622458.9375
1418,270401,La Pharmacie De Vriese,Place Des Déportés 13 ,1400,Nivelles,647524.75,644047.1875
1419,615501,Pharmacie Lejeune,Rue De La Station 6 ,5300,Andenne,701361.9375,632154.375
1420,420302,Hertecant Farma,Emiel Hertecantlaan 4 ,9290,Berlare,624552.3125,689977.8125
1421,211222,Pharmacie De L'escadron,Avenue De L'armee 138 ,1040,Etterbeek,652398.5625,669211.875
1422,444306,Vanthuyne,Hundelgemsesteenweg 602 ,9820,Merelbeke,606229.5625,687445.3125
1423,237703,G. Moonen,Olmenlaan 2 ,1600,Sint-pieters-leeuw,643872.8125,664513.5
1424,110231,Apotheek Grote Markt,Grote Markt 56 ,2000,Antwerpen,652271.6875,712337.75
1425,653504,Pharmacie Gilissen,Rue Vise Voie 278 ,4041,Herstal,735563.5,651933.3125
1426,114401,Neefs Inge,Eikenstraat 99 ,2840,Rumst,652889.875,699513.8125
1427,926103,Pharmacie Notte-vasamuliette,Place De Ham 21-22 ,5190,Jemeppe-sur-sambre,671613.625,625945.75
1428,723001,Meysen Patrick,Markt 21 1,3990,Peer,726010.8125,703033.4375
1429,521702,Catrin Sprl,Rue Jean Jaures 272 ,6020,Charleroi,654094.4375,623526.5
1430,633505,Pharmacie Stassen,Rue Roosevelt 17 ,4650,Herve,750782.125,648547.125
1431,421001,Marroyen,Lepelstraat 3 ,9270,Laarne,613717.1875,691223.4375
1432,342227,Potteau Ann,Stationsplein 5 ,8500,Kortrijk,572218.6875,668881.3125
1433,925307,Pochet - De Waleffe,Rue Buisson Saint Guibert 9 ,5030,Gembloux,672858.125,639877.6875
1434,714704,Apotheek Vanthoor-vankevelaer Bvba,Resedastraat 1 ,3660,Oudsbergen,732262.25,691865.125
1435,212619,Pharmacie Chaussee De Gand,Chaussee De Gand 120 ,1080,Molenbeek-saint-jean,647660.25,671639.125
1436,530901,Mignion,Rue Du Parc 6 ,7331,Saint-ghislain,612018.375,630419.1875
1437,574901,Pharmacie Deligne,Chaussée De Tournai 365 ,7812,Ath,603236.6875,645531
1438,526302,Pharmacie Seneffe Centre,Rue Rouge Croix 6 8,7180,Seneffe,642274.875,635583
1439,514001,Pharmacie Des Plantes Maffle,Chaussée De Mons 451 ,7810,Ath,609560.9375,644814.1875
1440,213263,Medphar,Rue Renkin 29 ,1030,Schaerbeek,650165.3125,672840.5
1441,453517,Appelmans Els,Reytstraat 9 ,9700,Oudenaarde,598417.1875,673263.5
1442,331115,Apotheek St-jan,Brugseweg 208 - 210 ,8900,Ieper,546821.5,673632.875
1443,110621,Drie Koningen,Grote Steenweg 99 ,2600,Antwerpen,653451.75,709532.3125
1444,246702,Pharma Lovenjoel,Stationsstraat 21 ,3360,Bierbeek,679079.75,671859.9375
1445,624709,Pharmakaiser Grivegnée,Rue Fraischamps 24 ,4030,Liège,737092.625,647043.6875
1446,212006,Pharmacie Coloniale,Chaussee D'ixelles 35 ,1050,Ixelles,649538,669615.625
1447,211814,Pharmacie Roufosse Sprl,Avenue De Jette 295 ,1083,Ganshoren,646642.25,673806.5625
1448,120602,Peeters Ilse,Dorpsstraat 109 ,2221,Heist-op-den-berg,678434.8125,693533.5
1449,462509,Van Hoorickx,Eupenlaan 60 ,9140,Temse,640151.875,702018.9375
1450,110210,Apotheek Riet Maes,Lode Zielenslaan 2 ,2050,Antwerpen,651183.625,712437.375
1451,110215,Ramsdam J.,Blancefloerlaan 65 ,2050,Antwerpen,650813.6875,712231.4375
1452,211201,Pharmacie De Oost,Rue De L'orient 151 ,1040,Etterbeek,651146.4375,669065.125
1453,310204,Apotheek Vandebroek,Astridlaan 1 ,8310,Brugge,571623.3125,710653.6875
1454,273101,Pharmacie Servais Sart-dames-avelines,Rue Dernier Patard 130 ,1470,Genappe,655966,640065
1455,522402,Pharmacie Des Trieux,Rue Chaussée 96 ,6141,Fontaine-l'evêque,647311.875,623765.375
1456,341309,Verstraete Jeroen Apotheek,Schoolstraat 6 ,8530,Harelbeke,575698.375,671616.5
1457,212042,Multipharma Cv,Baljuwstraat 65 ,1050,Elsene,649403,668399.375
1458,111715,Apotheek Lauryssen,Tweegezusterslaan 99 ,2100,Antwerpen,657543.875,713156.75
1459,722202,Apotheek Foulon-vanwezer Bvba,Hoogstraat 68 ,3670,Oudsbergen,730896.625,698594.875
1460,444102,Sara Tsjoen,Merelbekestraat 37 ,9090,Melle,608058.5625,690477.4375
1461,452702,Apotheek Verzele Zwalm,Heufkensstraat 129 ,9630,Zwalm,602980.0625,673869.9375
1462,712901,Apotheek Panorama Engelen Bvba,Koorstraat 8 ,3510,Hasselt,712200.8125,682315.375
1463,213639,Multipharma,Rue Xavier De Bue 31-33 ,1180,Uccle,647753.1875,665883.25
1464,633701,Hombourg-pharma,Rue Du Centre 81 ,4852,Plombières,759561.9375,658029.875
1465,626410,Multipharma,Place Saint Lambert 5 ,4000,Liège,735261.8125,648941.875
1466,554002,Multipharma,Rue De Mons 41 ,7060,Soignies,628947.625,640823.6875
1467,626340,Pharmacies Populaires De Verviers Ppva,Rue Des Guillemins 12 ,4000,Liège,734850.75,647274.875
1468,550404,Multipharma,Rue De La Station 54 ,7090,Braine-le-comte,633633.625,644250
1469,626429,Pharmacie De La Haute Sauveniere,Boulevard De La Sauveniere 2 ,4000,Liège,734991,648870.625
1470,567201,Pharmacie De Sivry,Grand Place 7 ,6470,Sivry-rance,636548.25,595204.9375
1471,652601,Pharmacie Naïm,Rue Ferdinand Nicolay 677 ,4420,Saint-nicolas (lg.),732111.375,646195.875
1472,211605,Pharmacie Zaman,Avenue Van Volxem 12 ,1190,Forest,646888.125,667073.375
1473,525502,Pharmacie By Medi-market Group Nivelles,Rue De L'industrie 8 2,1400,Nivelles,649202,642332
1474,524516,Pharmacie Du Cazier,Rue Florian Montagne 205 ,6001,Charleroi,655579.4375,619044.875
1475,565704,Pharmacie Valentin,Grand'rue 10 ,7140,Morlanwelz,641127.625,627167.25
1476,950208,Pharmacie Gilmard,Avenue De Marlagne 2 ,5000,Namur,683656.3125,627844.4375
1477,210748,Pharmacie Van Hong,Rue De Cureghem 1 ,1000,Bruxelles,648182.5625,670578.1875
1478,213259,Lloydspharma Gr Mustin-gde Rue Au Bois,Grande Rue Au Bois 186 /1,1030,Schaerbeek,651473.125,671440.125
1479,535317,Pharmacie Saint-georges,Rue De Nimy 86 ,7000,Mons,620671.5625,627525.5
1480,525701,Hainapharma,Rue De L's 2a ,6250,Aiseau-presles,663856.875,619616.625
1481,628304,Sa Pharmacie Debor,Rue Beaugnée 35 ,4400,Flémalle,726441.5,642569.4375
1482,212625,Pharmacie Karreveld,Chaussée De Gand 429 ,1080,Molenbeek-saint-jean,646430.0625,671964
1483,534302,Pharmacie Cornez,Rue Général Leman 11 ,7012,Mons,616123.5625,626532.4375
1484,210847,Pharmacie Berlaymont,Rue Archimède 29 ,1000,Bruxelles,651079.75,670398.0625
1485,212609,Pharmacie Aicha,Chaussee De Gand 47 ,1080,Molenbeek-saint-jean,647856.5,671467.125
1486,521309,Multipharma,Place St-roch 45 ,6200,Châtelet,661415.6875,621134.0625
1487,211211,Pharmacie Du Cinquantenaire,Rue Des Tongres 6-8 ,1040,Etterbeek,652160.25,669927.0625
1488,212821,Hoorta Pharma Sprl,Rue De L'hôtel Des Monnaies 175 ,1060,Saint-gilles,648320.4375,668566.25
1489,212818,Pharmacie Mory ,Avenue Adolphe Demeur 39 ,1060,Saint-gilles,648319.75,668334.1875
1490,833401,Familia,Rue Saint-laurent 13 ,6900,Marche-en-famenne,719666.75,602304.5625
1491,255002,Multipharma,Rue Des Combattants 58 ,1310,La Hulpe,658440.25,657876.125
1492,632202,Vpharma Ensival,Rue De Pepinster 55 ,4800,Verviers,754192.25,641975.75
1493,617801,Les Pharmacies Du Peuple-réseau Solidaris,Route De Hamoir 44a ,4190,Ferrières,737532.25,626694.9375
1494,111014,Lloydspharma Gr. Gitschotel,Gitschotellei 186 ,2140,Antwerpen,655265.375,710084.5625
1495,535323,Lloydspharma Gr Porte Du Parc,Chaussée De Ghlin 9x ,7000,Mons,619304.625,628149.875
1496,524414,Cites Pharma,Rue De Jumet 180 ,6030,Charleroi,653371.6875,623530
1497,622801,Pharmacie Lipszyc,Rue De L'aérodrome 4 ,4140,Sprimont,741024.25,637351.75
1498,210117,Pharmacie Saint Guidon,Rue Saint Guidon 21 ,1070,Anderlecht,645530.875,669473
1499,624202,Wagener Corinne,Rue Eugène-houdret 57 ,4000,Liège,733403.0625,649451.0625
1500,574806,Trefois Luc,Rue Emile Vandervelde 17 ,7900,Leuze-en-hainaut,596801,643489.5625
1501,627609,Lambert Sa,Rue Paul Janson 35 ,4420,Saint-nicolas (lg.),731151.875,648334
1502,210737,Pharmacity Bourse,Boulevard Anspach 61 ,1000,Bruxelles,648693.75,670979.8125
1503,938801,Pharmacie De Groote,Grand' Place 38 ,5650,Walcourt,654539.1875,604557.4375
1504,210811,Pharmacie Marie-christine,Rue Marie-christine 157 A,1020,Bruxelles,648794.1875,673997.3125
1505,256801,Pharmacie Bouche Et Associes,Rue Grande 41 ,1435,Mont-saint-guibert,667220.625,647390.8125
1506,381403,Apotheek Omnia  Nv,Koninklijke Baan 154 ,8670,Koksijde,528506.375,702521.3125
1507,242006,Apotheek Hasseltsepoort Nv,Hasseltsestraat 71 ,3290,Diest,698147.5,685774.8125
1508,331113,Apotheek Coucke-buyens Bv,Grote Markt 3 ,8900,Ieper,545746.4375,672236
1509,310403,Apotheek Scarphout,Jules De Troozlaan 91 ,8370,Blankenberge,564017.3125,723701.625
1510,243301,Haacht Apotheek Cvba,Markt 28 ,3150,Haacht,668853.3125,685193.6875
1511,114002,Apotheek Medimalle,Hoogstraatsebaan 9 ,2390,Malle,675516.125,721503.8125
1512,110353,Apo Coop Antw Linkeroever,August Vermeylenlaan 31 ,2050,Antwerpen,650694,713159
1513,115909,Multipharma Cv,Heistraat 8 ,2610,Antwerpen,651843.625,706780.375
1514,122631,Multipharma Cv,Leuvensesteenweg 61 ,2800,Mechelen,658652,690013.125
